Tactic_A,Tactic_B,a,b,c,d,n,n_series_1,n_series_2,confidence,logRR,phi,p_value,logRR_norm,phi_norm,Score_default,Score_minus_conf
Specific model type selection,Separation of convolutional kernels,0,2,4,211,217,4,2,0.17185068465818631,,-0.013217093485861298,1.0,,-0.013217093485861298,,
Specific model type selection,Depthwise-separable convolution layers,0,2,4,211,217,4,2,0.17185068465818631,,-0.013217093485861298,1.0,,-0.013217093485861298,,
Specific model type selection,Convolution unfolding,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Activation function selection,0,4,4,209,217,4,4,0.2340716616353513,,-0.018779342723004695,1.0,,-0.018779342723004695,,
Specific model type selection,Layer fusion,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Fault-map-based neuron re-mapping,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Multiscale feature processing architectures,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Architecture design through math. optimization,0,5,4,208,217,4,5,0.25780435421065095,,-0.021045403927840392,1.0,,-0.021045403927840392,,
Specific model type selection,Neural architecture search,0,10,4,203,217,4,10,0.3440278999511197,,-0.03012000372343509,1.0,,-0.03012000372343509,,
Specific model type selection,Hardware and Software codesign,0,8,4,205,217,4,8,0.31416871149888526,,-0.026810940224339365,1.0,,-0.026810940224339365,,
Specific model type selection,Architecture design optimization with reinforcement learning,0,2,4,211,217,4,2,0.17185068465818631,,-0.013217093485861298,1.0,,-0.013217093485861298,,
Specific model type selection,Model format conversion,0,2,4,211,217,4,2,0.17185068465818631,,-0.013217093485861298,1.0,,-0.013217093485861298,,
Specific model type selection,Normalization,0,3,4,210,217,4,3,0.206212993639731,,-0.016225344799846247,1.0,,-0.016225344799846247,,
Specific model type selection,Policy conversion,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Feature encoding,0,3,4,210,217,4,3,0.206212993639731,,-0.016225344799846247,1.0,,-0.016225344799846247,,
Specific model type selection,On-chip weight caching,0,2,4,211,217,4,2,0.17185068465818631,,-0.013217093485861298,1.0,,-0.013217093485861298,,
Specific model type selection,Cache preloading,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Prediction/intermediate result caching,0,2,4,211,217,4,2,0.17185068465818631,,-0.013217093485861298,1.0,,-0.013217093485861298,,
Specific model type selection,Relevant content caching,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Light communication protocol usage,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Cloud compression and edge reconstruction,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Deadline-aware scheduling,0,2,4,211,217,4,2,0.17185068465818631,,-0.013217093485861298,1.0,,-0.013217093485861298,,
Specific model type selection,Memory scheduling,0,2,4,211,217,4,2,0.17185068465818631,,-0.013217093485861298,1.0,,-0.013217093485861298,,
Specific model type selection,Multitask Scheduling,0,3,4,210,217,4,3,0.206212993639731,,-0.016225344799846247,1.0,,-0.016225344799846247,,
Specific model type selection,Single task assignment,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Adaptive model scheduling,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Adaptive batching,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Sensor duty cycle,0,2,4,211,217,4,2,0.17185068465818631,,-0.013217093485861298,1.0,,-0.013217093485861298,,
Specific model type selection,Later local processing of encoded features,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Concurrent processing hardware,0,7,4,206,217,4,7,0.29725897566229753,,-0.02501955416802672,1.0,,-0.02501955416802672,,
Specific model type selection,Straggler mitigation,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Prediction combination of multi-models,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Competing models ,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Multi-model of different models,0,6,4,207,217,4,6,0.27862677921159384,,-0.02310865088398409,1.0,,-0.02310865088398409,,
Specific model type selection,Task-level parallelism on CNN layer-level,0,9,4,204,217,4,9,0.3296799539643607,,-0.02850557338444825,1.0,,-0.02850557338444825,,
Specific model type selection,Data-level parallelsim in CNN layer,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Event-based processing,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Partial layer execution,0,2,4,211,217,4,2,0.17185068465818631,,-0.013217093485861298,1.0,,-0.013217093485861298,,
Specific model type selection,Matrix-multiplication optimization,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Simultaneous memory loading,0,4,4,209,217,4,4,0.2340716616353513,,-0.018779342723004695,1.0,,-0.018779342723004695,,
Specific model type selection,External computational offloading,0,11,4,202,217,4,11,0.3573895939171715,,-0.03166670864907339,1.0,,-0.03166670864907339,,
Specific model type selection,Internal computation balancing,0,3,4,210,217,4,3,0.206212993639731,,-0.016225344799846247,1.0,,-0.016225344799846247,,
Specific model type selection,Quantitative sensor selection,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Failure prevention or mitigation,0,3,4,210,217,4,3,0.206212993639731,,-0.016225344799846247,1.0,,-0.016225344799846247,,
Specific model type selection,Independent model development,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Coupled semantic descriptions,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Test time adaption,0,2,4,211,217,4,2,0.17185068465818631,,-0.013217093485861298,1.0,,-0.013217093485861298,,
Specific model type selection,Merging of fault maps,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,High-level synthesis,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
Specific model type selection,Post-hoc uncertainty calibration ,0,1,4,212,217,4,1,0.12482668095705252,,-0.009324237314407657,1.0,,-0.009324237314407657,,
TPU SoC or Accelerator Hardware ,Pruning,0,23,5,189,217,5,23,0.5107689239601585,,-0.052878621476169334,1.0,,-0.052878621476169334,,
TPU SoC or Accelerator Hardware ,Quantization,0,40,5,172,217,5,40,0.6104679147497827,,-0.073006316049614,0.5869925315561701,,-0.073006316049614,,
TPU SoC or Accelerator Hardware ,Post-training quantization,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Huffman coding,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Ablation,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Integer-only operations,0,11,5,201,217,5,11,0.3900713113329324,,-0.035487859421650524,1.0,,-0.035487859421650524,,
TPU SoC or Accelerator Hardware ,Parameter amount reduction,0,2,5,210,217,5,2,0.19007895443513734,,-0.014811970539375384,1.0,,-0.014811970539375384,,
TPU SoC or Accelerator Hardware ,Binary and ternary weights training,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Quantization-aware training,0,3,5,209,217,5,3,0.22755841388363107,,-0.0181832207984015,1.0,,-0.0181832207984015,,
TPU SoC or Accelerator Hardware ,Binary weights and activations,0,6,5,206,217,5,6,0.30590634059779964,,-0.02589712000330745,1.0,,-0.02589712000330745,,
TPU SoC or Accelerator Hardware ,Ternary weights and activations 2-bit,0,5,5,207,217,5,5,0.28346868942621073,,-0.02358490566037736,1.0,,-0.02358490566037736,,
TPU SoC or Accelerator Hardware ,Tenary weights,0,4,5,208,217,5,4,0.25780435421065095,,-0.021045403927840392,1.0,,-0.021045403927840392,,
TPU SoC or Accelerator Hardware ,ADMM-based compression,0,4,5,208,217,5,4,0.25780435421065095,,-0.021045403927840392,1.0,,-0.021045403927840392,,
TPU SoC or Accelerator Hardware ,Sparsification,0,10,5,202,217,5,10,0.37587494422173906,,-0.03375451707855759,1.0,,-0.03375451707855759,,
TPU SoC or Accelerator Hardware ,Weight sharing,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Weight grouping,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Node masking,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Diagonal scalar weight matrix,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Matrix reusing,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Smaller computation datatype,0,7,5,205,217,5,7,0.32591921680074,,-0.02803860770460221,1.0,,-0.02803860770460221,,
TPU SoC or Accelerator Hardware ,Tensor or matrix decomposition,0,6,5,206,217,5,6,0.30590634059779964,,-0.02589712000330745,1.0,,-0.02589712000330745,,
TPU SoC or Accelerator Hardware ,Continous learning,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Imitation learning,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Closed-loop learning,0,6,5,206,217,5,6,0.30590634059779964,,-0.02589712000330745,1.0,,-0.02589712000330745,,
TPU SoC or Accelerator Hardware ,Meta-learning,0,10,5,202,217,5,10,0.37587494422173906,,-0.03375451707855759,1.0,,-0.03375451707855759,,
TPU SoC or Accelerator Hardware ,Self-supervision learning,0,3,5,209,217,5,3,0.22755841388363107,,-0.0181832207984015,1.0,,-0.0181832207984015,,
TPU SoC or Accelerator Hardware ,Self-adjusted learning,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Destillation learning,0,11,5,201,217,5,11,0.3900713113329324,,-0.035487859421650524,1.0,,-0.035487859421650524,,
TPU SoC or Accelerator Hardware ,Transfer learning,0,5,5,207,217,5,5,0.28346868942621073,,-0.02358490566037736,1.0,,-0.02358490566037736,,
TPU SoC or Accelerator Hardware ,Federated learning,0,2,5,210,217,5,2,0.19007895443513734,,-0.014811970539375384,1.0,,-0.014811970539375384,,
TPU SoC or Accelerator Hardware ,End-to-end learning,0,4,5,208,217,5,4,0.25780435421065095,,-0.021045403927840392,1.0,,-0.021045403927840392,,
TPU SoC or Accelerator Hardware ,Few-shot learning,0,4,5,208,217,5,4,0.25780435421065095,,-0.021045403927840392,1.0,,-0.021045403927840392,,
TPU SoC or Accelerator Hardware ,Online training,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Test-time training,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Fault tolerant training,0,4,5,208,217,5,4,0.25780435421065095,,-0.021045403927840392,1.0,,-0.021045403927840392,,
TPU SoC or Accelerator Hardware ,Adversarial training,0,28,5,184,217,5,28,0.5456150977214722,,-0.05911057517765905,1.0,,-0.05911057517765905,,
TPU SoC or Accelerator Hardware ,Adversarial generation decoupling,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Incremental training with sensor data,0,2,5,210,217,5,2,0.19007895443513734,,-0.014811970539375384,1.0,,-0.014811970539375384,,
TPU SoC or Accelerator Hardware ,Inclusion of wrong labeled data in training,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Training with unlabed data,0,2,5,210,217,5,2,0.19007895443513734,,-0.014811970539375384,1.0,,-0.014811970539375384,,
TPU SoC or Accelerator Hardware ,Standard training on fully labeled datasets,0,3,5,209,217,5,3,0.22755841388363107,,-0.0181832207984015,1.0,,-0.0181832207984015,,
TPU SoC or Accelerator Hardware ,On-device local training,0,3,5,209,217,5,3,0.22755841388363107,,-0.0181832207984015,1.0,,-0.0181832207984015,,
TPU SoC or Accelerator Hardware ,Training with gradient noise,0,2,5,210,217,5,2,0.19007895443513734,,-0.014811970539375384,1.0,,-0.014811970539375384,,
TPU SoC or Accelerator Hardware ,Contrastive representation learning,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Training optimization algorithm selection or adaptation,0,11,5,201,217,5,11,0.3900713113329324,,-0.035487859421650524,1.0,,-0.035487859421650524,,
TPU SoC or Accelerator Hardware ,Training loss function selection or adaptation,0,5,5,207,217,5,5,0.28346868942621073,,-0.02358490566037736,1.0,,-0.02358490566037736,,
TPU SoC or Accelerator Hardware ,Label smooting,0,2,5,210,217,5,2,0.19007895443513734,,-0.014811970539375384,1.0,,-0.014811970539375384,,
TPU SoC or Accelerator Hardware ,Training loss early stopping,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Weight initialization random,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Pretraining,0,3,5,209,217,5,3,0.22755841388363107,,-0.0181832207984015,1.0,,-0.0181832207984015,,
TPU SoC or Accelerator Hardware ,Suppress redundant channel activations,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Regularization training,0,8,5,204,217,5,8,0.3440278999511197,,-0.030046156302116094,1.0,,-0.030046156302116094,,
TPU SoC or Accelerator Hardware ,Training with uncertainty measures,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Finetuning ,0,10,5,202,217,5,10,0.37587494422173906,,-0.03375451707855759,1.0,,-0.03375451707855759,,
TPU SoC or Accelerator Hardware ,Fault-aware retraining,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Retraining for fine tuning,0,4,5,208,217,5,4,0.25780435421065095,,-0.021045403927840392,1.0,,-0.021045403927840392,,
TPU SoC or Accelerator Hardware ,Quantization-aware retraining,0,3,5,209,217,5,3,0.22755841388363107,,-0.0181832207984015,1.0,,-0.0181832207984015,,
TPU SoC or Accelerator Hardware ,Automatic retraining and deployment triggering,0,1,5,211,217,5,1,0.13849222534596417,,-0.010449372136989982,1.0,,-0.010449372136989982,,
TPU SoC or Accelerator Hardware ,Training with adversarial noise,0,4,5,208,217,5,4,0.25780435421065095,,-0.021045403927840392,1.0,,-0.021045403927840392,,
